year,quarter,region,temperature,dew_point,precipitation,wind_speed,humidity,rice_yield_per_hectare
2015,4,11,28.67,24,10.6,16,84,0.603425
2016,1,11,27.54,22.11,3.96,9.71,90,0.77198125
2016,2,11,28.42,23,6.77,9.71,81,0.46448125
2016,3,11,28.06,22.45,6.07,11.32,83,0.7991625
2016,4,11,28.53,22.6,6.8,9.23,83,0.56776875
2017,1,11,28.55,21.76,4.15,11.79,75,0.8455125
2017,2,11,28.94,22.97,6.32,7.87,80,0.49200625
2017,3,11,28.48,22.32,4.54,11.87,78,1.07910625
2017,4,11,28.97,22.43,3.11,11.33,82,0.38776875
2018,1,11,28.68,21.64,1.86,14.54,76,0.75143125
2018,2,11,29.1,22.77,3.57,8.71,79,0.503
2018,3,11,28.35,22.1,3.09,10.03,81,0.9730875
2018,4,11,28.47,22.47,5.11,10.53,82,0.40805625
2019,1,11,28.29,21.54,2.95,9.96,78,0.88155625
2019,2,11,29.19,22.94,5.76,8.29,77,0.51738125
2019,3,11,28.35,22.35,5.09,9.81,81,0.8595
2019,4,11,28.83,22.83,4.16,7.93,85,0.56823125
2020,1,11,26.29,20,3,12.68,80,0.8238375
2020,2,11,26.26,21.84,12.1,6.39,88,0.525
2020,3,11,25.68,21.45,3.09,11.71,86,0.7439375
2020,4,11,26.83,21.8,6.83,10.2,87,0.6689
2021,1,11,27.41,20.31,1.9,13.9,80,0.75859375
2021,2,11,27.1,22.32,9.07,8.84,87,0.4021625
2021,3,11,26.86,21.9,8.73,10.55,85,0.73691875
2021,4,11,26.53,21.67,8.18,7.27,88,0.7145
2022,1,11,25.93,20.71,4.94,11.68,86,0.7653625
2022,2,11,27,22.42,14.76,7,85,0.4680625
2022,3,11,26.35,21.77,13.07,7.26,90,0.82996875
2022,4,11,26.57,21.67,10.75,8.07,86,0.6470125
2023,1,11,27,21.07,8.61,8.61,83,0.915425
2023,2,11,27.39,21.94,14.76,5.97,86,0.53541875
2023,3,11,26.19,21.52,5.65,10.45,85,0.9401625
2023,4,11,27.23,21.13,6.49,8.37,86,0.65965
2024,1,11,26.86,19.86,1.25,15,80,0.83900625
2024,2,11,28.61,23.16,23.97,6.94,82,0.5213125
2024,3,11,27.35,21.61,3.01,14.39,79,0.73400625
2024,4,11,27.17,21,5.79,6.47,80,0.720475
2025,1,11,26.45,20.52,2.34,16.79,80,0.80720625
2025,2,11,28.52,22.65,9.36,7.13,76,0.5685625
2025,3,11,27.42,21.77,9.89,8.03,77,0.79550625
2025,4,11,26.83,21.43,7.95,9.7,76,0.746
2015,1,12,29.07,21.43,1.36,5.96,79,2.29864
2015,2,12,30.9,23.16,4.07,4.55,80,1.70792
2015,3,12,33.77,22.97,0.85,3.77,82,2.1187
2015,4,12,31.83,22.47,1.35,3.97,86,1.93096
2016,1,12,29.39,22.04,4.63,4.68,98,2.47034
2016,2,12,33.13,22.74,2.19,4.61,81,1.48634
2016,3,12,33.23,22.94,3.71,4.61,80,2.55732
2016,4,12,31.23,22.5,1.49,4.2,86,1.81686
2017,1,12,29.72,21.79,1.93,5.17,83,2.70564
2017,2,12,34.74,22.71,0.83,3.65,84,1.57442
2017,3,12,34.1,22.32,1.9,4.58,67,3.45314
2017,4,12,30.57,22.3,0.91,4.77,84,1.24086
2018,1,12,29.21,22.14,4.69,5.43,82,2.40458
2018,2,12,33.87,22.16,0.92,4.06,82,1.6096
2018,3,12,32.32,22.13,1.49,4.42,79,3.11388
2018,4,12,30.13,22.37,2.14,4.93,82,1.30578
2019,1,12,29.61,21.14,1.3,5.54,79,2.82098
2019,2,12,33.81,22.68,1.23,3.84,76,1.65562
2019,3,12,33.81,22.97,1.99,3.58,80,2.7504
2019,4,12,31.73,22.6,1.86,3.9,82,1.81834
2020,1,12,29.46,20.93,1.17,5.86,83,2.63628
2020,2,12,34.32,22.13,0.65,4.26,79,1.68
2020,3,12,33.97,22.03,1.46,5.61,83,2.3806
2020,4,12,31.57,22.3,0.82,5.23,78,2.14048
2021,1,12,30.52,21.41,1.45,5.97,84,2.4275
2021,2,12,33.1,23,2.03,4.58,86,1.28692
2021,3,12,34.94,21.52,0.71,4.84,73,2.35814
2021,4,12,31.47,22.33,1.21,4.53,82,2.2864
2022,1,12,29.29,21.54,4.29,5.96,83,2.44916
2022,2,12,34.16,22.9,0.91,4.13,77,1.4978
2022,3,12,33.35,22.71,1.15,4.48,81,2.6559
2022,4,12,30.63,23.37,2.58,4.8,85,2.07044
2023,1,12,30.07,22.75,2.89,5.14,86,2.92936
2023,2,12,32.9,23.35,2.36,4.19,82,1.6682
2023,3,12,33.97,21.55,0.49,6.06,73,3.00852
2023,4,12,30.5,22.9,2.27,5.23,80,2.11088
2024,1,12,28.75,20.71,4.11,5.57,86,2.68482
2024,2,12,34.87,23.29,4.96,3.39,91,1.8194
2024,3,12,31.42,22.13,4.36,7.48,82,2.54562
2024,4,12,31.23,22.43,7.24,3.57,89,2.30552
2025,1,12,28.31,21.66,8.84,6.31,85,2.58306
2025,2,12,31.84,23.71,8.87,3.87,88,1.71334
2025,3,12,30.61,23.45,9.22,3.74,91,2.34882
2025,4,12,30.3,22.8,8.34,4,86,2.3872
2015,1,13,22.83,18.21,3.53,3.13,87,1.10198333333333
2015,2,13,23.56,20.21,11.45,3.02,87,0.32478
2015,3,13,23.9,20.45,7.23,4.21,81,1.27878
2015,4,13,21.98,21.03,5.14,3.5,81,1.24511
2016,1,13,24.24,19.52,4.32,3.34,85,1.27505
2016,2,13,24.38,20.54,8.54,3.67,84,0.401303333333333
2016,3,13,25.91,21.14,11.23,3.932,81,1.28884666666667
2016,4,13,21.65,20.21,5.07,3.56,84,1.18196
2017,1,13,24,19,4.33,4.25,80.67,1.27831333333333
2017,2,13,26.21,21.1,2.81,3.97,83,0.47694
2017,3,13,25.81,20.39,4.05,4.06,80,1.27315333333333
2017,4,13,22.21,20.56,5.04,3.54,85,1.20793
2018,1,13,23.69,21.23,6.74,5.23,79,1.34171333333333
2018,2,13,25.55,20.91,5.92,3.88,84,0.44318
2018,3,13,25.97,21.23,13.32,3.84,81,1.33281333333333
2018,4,13,25.9,21.73,4.99,3.57,75,1.37444666666667
2019,1,13,26.6,20.9,5.13,4.89,81.55666667,1.3304
2019,2,13,27.45,22.65,3.21,4.01,81,0.481136666666667
2019,3,13,26.21,22.12,15.95,3.75,83,1.48011333333333
2019,4,13,24.32,20.75,5.09,3.67,83,1.25784666666667
2020,1,13,27,21.21,5.4,5.21,80.40888889,1.35480666666667
2020,2,13,23.18,20.0012,14.21,2.96,89,0.290463333333333
2020,3,13,25.84,21.02,9.21,4.01,81,1.30979
2020,4,13,25.45,21.522,5.21,3.48,77,1.35042
2021,1,13,25.89,19.43,3.75,3.28,76.67,1.15150666666667
2021,2,13,22,19.21,18.29,2.67,91,0.07834
2021,3,13,26.14,21.23,16.41,3.81,82,1.41696333333333
2021,4,13,25.87,21.34,5.22,3.56,76,1.35533
2022,1,13,25.35,19.89,4.32,3.3,83,1.26053
2022,2,13,24.67,20.98,5.27,3.55,85,0.425726666666667
2022,3,13,26.64,21.52,17.79,3.61,84,1.54268333333333
2022,4,13,21.21,20.03,5.3,3.47,75,1.16941
2023,1,13,25.97,20.53,5.32,3.77,77.67,1.36368666666667
2023,2,13,23.94,20.11,10.21,3.27,86,0.362453333333333
2023,3,13,26.52,21.32,16.42,3.82,83,1.52032333333333
2023,4,13,23.21,20.98,5.08,3.56,82,1.23062
2024,1,13,29.14,22.65,6.73,5.98,67.33,1.50262
2024,2,13,23.27,19.87,14.454,3.21,87,0.297083333333333
2024,3,13,25.21,20.97,10.21,4.11,79,1.15561
2024,4,13,24.67,21.21,5.19,3.51,80,1.27666666666667
2025,1,13,22.53,18.44,3.88,2.86,80.33,1.31761
2025,2,13,23.3,19.67,13.88,3.18,88,0.290426666666667
2025,3,13,26.22,21.24,16.98,3.73,82,1.35815333333333
2025,4,13,23.54,21.53,5.11,3.52,81,1.24753333333333
2015,1,14,29.07,21.43,1.36,5.96,79,0.33386
2015,2,14,30.9,23.16,4.07,4.55,80,1.90031
2015,3,14,33.77,22.97,0.85,3.77,82,0.35488
2015,4,14,31.83,22.47,1.35,3.97,86,1.46966
2016,1,14,29.39,22.04,4.63,4.68,98,0.21393
2016,2,14,33.13,22.74,2.19,4.61,81,1.81723
2016,3,14,33.23,22.94,3.71,4.61,80,0.29029
2016,4,14,31.23,22.5,1.49,4.2,86,1.84852
2017,1,14,29.72,21.79,1.93,5.17,83,0.18006
2017,2,14,34.74,22.71,0.83,3.65,84,2.54895
2017,3,14,34.1,22.32,1.9,4.58,67,0.27285
2017,4,14,30.57,22.3,0.91,4.77,84,1.69019
2018,1,14,29.21,22.14,4.69,5.43,82,0.15122
2018,2,14,33.87,22.16,0.92,4.06,82,3.04717
2018,3,14,32.32,22.13,1.49,4.42,79,0.35426
2018,4,14,30.13,22.37,2.14,4.93,82,2.28573
2019,1,14,29.61,21.14,1.3,5.54,79,0.14778
2019,2,14,33.81,22.68,1.23,3.84,76,3.15487
2019,3,14,33.81,22.97,1.99,3.58,80,0.32149
2019,4,14,31.73,22.6,1.86,3.9,82,2.12085
2020,1,14,29.46,20.93,1.17,5.86,83,0.13906
2020,2,14,34.32,22.13,0.65,4.26,79,2.93074
2020,3,14,33.97,22.03,1.46,5.61,83,0.23666
2020,4,14,31.57,22.3,0.82,5.23,78,1.50666
2021,1,14,30.52,21.41,1.45,5.97,84,0.17937
2021,2,14,33.1,23,2.03,4.58,86,2.28512
2021,3,14,34.94,21.52,0.71,4.84,73,0.27574
2021,4,14,31.47,22.33,1.21,4.53,82,1.88159
2022,1,14,29.29,21.54,4.29,5.96,83,0.19915
2022,2,14,34.16,22.9,0.91,4.13,77,2.52316
2022,3,14,33.35,22.71,1.15,4.48,81,0.37739
2022,4,14,30.63,23.37,2.58,4.8,85,1.72705
2023,1,14,30.07,22.75,2.89,5.14,86,0.21659
2023,2,14,32.9,23.35,2.36,4.19,82,2.77219
2023,3,14,33.97,21.55,0.49,6.06,73,0.34809
2023,4,14,30.5,22.9,2.27,5.23,80,1.76384
2024,1,14,28.75,20.71,4.11,5.57,86,0.25776
2024,2,14,34.87,23.29,4.96,3.39,91,2.7123
2024,3,14,31.42,22.13,4.36,7.48,82,0.27342
2024,4,14,31.23,22.43,7.24,3.57,89,1.25021
2025,1,14,28.31,21.66,8.84,6.31,85,0.26669
2025,2,14,31.84,23.71,8.87,3.87,88,2.60121
2025,3,14,30.61,23.45,9.22,3.74,91,0.61394
2025,4,14,30.3,22.8,8.34,4,86,1.55148
2015,1,15,25.61,19.32,0.15,7.46,75,0.6301375
2015,2,15,27.74,22.81,1.52,6.65,85,1.3628125
2015,3,15,27.16,22.77,4.27,4.52,83,0.8896375
2015,4,15,26.2,21.67,2.23,5.33,77,2.1226
2016,1,15,25.43,17.96,0.27,5.79,70,0.6842
2016,2,15,29.32,21.48,1.64,5.58,75,1.62935
2016,3,15,27.58,22.19,8.72,6.9,79,0.8718875
2016,4,15,27.03,21.2,0.61,6.63,76,2.176425
2017,1,15,26.07,19.86,1.02,5.86,74,0.7081875
2017,2,15,29.45,22.16,3.12,4.97,73,1.631475
2017,3,15,26.32,21.58,4.55,7.94,96,0.92995
2017,4,15,27,21.67,0.43,4.63,81,2.39865
2018,1,15,26.57,19.89,0.38,5.61,76,0.7033625
2018,2,15,29.9,21.77,2.05,5.32,68,1.710225
2018,3,15,27.42,21.9,21.9,6.74,75,0.8892
2018,4,15,26.53,21.1,1.22,6.6,90,2.4493375
2019,1,15,25.11,17.89,0.26,5.54,73,0.735525
2019,2,15,30.19,22.32,2.46,5.13,70,1.7398125
2019,3,15,27.23,22,2.65,6.06,89,0.831025
2019,4,15,26.83,20.4,0.41,6.33,76,2.35125
2020,1,15,25.54,17.21,0.21,6.14,65,0.736675
2020,2,15,29.39,21.16,1.52,6,72,1.74
2020,3,15,27.13,22.39,13.95,6.55,77,0.8013875
2020,4,15,26.97,20.63,0.11,4.7,79,1.733325
2021,1,15,25.83,17.69,0.39,6.52,73,0.675025
2021,2,15,29.87,22.16,2.81,5.13,70,1.7161875
2021,3,15,26.23,22.55,8.59,7.19,86,0.7447125
2021,4,15,27.13,20.8,0.26,5.47,70,1.649675
2022,1,15,25.64,17.64,0.81,6.11,77,0.748
2022,2,15,29.06,22.03,2.92,4.87,77,1.9012375
2022,3,15,27.16,23.03,7.72,7.16,84,0.736975
2022,4,15,26.73,22,2.21,5.83,80,2.1763625
2023,1,15,26.04,18.93,0.41,8.11,67,0.7427375
2023,2,15,29.39,22.74,4.23,6.26,71,1.8015125
2023,3,15,25.84,22.45,13.31,11.68,79,0.6774125
2023,4,15,26.67,21.17,0.99,5.2,79,1.66715
2024,1,15,26.25,18.11,0.05,6.46,66,0.7217875
2024,2,15,30.42,22.42,4.9,6.13,69,1.6233625
2024,3,15,26.42,23.65,22.5,8.35,84,1.6233625
2024,4,15,25.1,20.97,8.59,7.1,74,2.0959375
2025,1,15,24.48,15.72,0.05,8.66,65,0.3862
2025,2,15,29.81,22.9,6.36,5.97,74,1.409575
2025,3,15,27.42,27.42,16.65,5.55,89,1.1894375
2025,4,15,26.63,21.3,1.32,8.73,83,1.1894375
2015,1,16,23.64,19.29,1.34,6.93,82,2.14534
2015,2,16,24.42,21.77,8.42,4.16,89,1.27401
2015,3,16,23.87,20.81,10.07,4.26,92,1.85809
2015,4,16,23.53,20.87,11.06,3.5,94,0.95599
2016,1,16,22.21,20.14,10.26,5,99,1.37553
2016,2,16,23.97,20.71,10.7,5.29,93,1.33013
2016,3,16,23.74,20.06,7.8,6.87,84,1.27432
2016,4,16,23.77,20.2,8.02,4.73,92,1.78875
2017,1,16,23.17,19.79,10.27,5.9,84,1.3574
2017,2,16,24.29,20.9,13.21,4.06,85,1.33519
2017,3,16,24.48,19.9,5.35,7.06,83,1.64822
2017,4,16,23.6,20.2,8.09,5.03,89,1.08679
2018,1,16,23.39,19.5,4.35,6.96,83,1.36605
2018,2,16,24.77,21.29,14.11,3.42,86,1.23055
2018,3,16,23.55,19.48,5.81,6.29,82,1.29311
2018,4,16,23.47,20,7.56,5.8,87,2.23112
2019,1,16,22.25,19.18,5.95,7.25,86,1.86669
2019,2,16,24.58,21.26,16.22,3.29,85,0.82765
2019,3,16,24.23,20,7.86,5,78,1.3744
2019,4,16,23.6,20.57,10.71,4.7,85,1.50275
2020,1,16,21.89,18.93,2.3,6.18,94,1.39746
2020,2,16,24.52,20.06,7.46,4.06,84,0.7492
2020,3,16,23.9,19.68,5.65,7.29,90,1.17698
2020,4,16,23.4,20.27,4.12,4.53,92,1.55851
2021,1,16,23.21,19.45,2.65,5.83,86,1.21945
2021,2,16,24.61,21,16.11,3.94,88,0.36714
2021,3,16,24.29,19.74,8.34,7.13,79,2.19781
2021,4,16,22.8,20.23,7.1,4.47,95,1.66046
2022,1,16,21.61,19.29,4.71,6.79,93,1.67238
2022,2,16,24.52,21.45,19.56,3.42,88,0.75387
2022,3,16,23.9,20.74,12.92,4.06,90,1.92384
2022,4,16,23.7,20.57,7.14,3.6,88,1.42975
2023,1,16,23.14,19.68,5.77,4.54,90,1.6363
2023,2,16,25,20.68,10.25,3.48,86,1.02119
2023,3,16,23.97,19.61,7.63,6.03,93,2.18288
2023,4,16,23.47,20.03,5.51,4.23,87,1.73896
2024,1,16,23.04,18.54,1.52,5.18,91,1.70388
2024,2,16,26.19,20.77,14.19,4.58,85,0.86944
2024,3,16,24.45,18.77,6.81,9.1,79,2.39723
2024,4,16,23.97,19.97,12.66,4.63,90,1.62531
2025,1,16,23.03,19,3.47,5.79,86,1.96987
2025,2,16,25.1,21.42,19.96,3.65,85,0.82582
2025,3,16,24.16,20.52,22.04,4.52,92,2.48065
2025,4,16,23.93,20.5,13.02,4.8,82,1.93097
